t-60,t-59,t-58,t-57,t-56,t-55,t-54,t-53,t-52,t-51,t-50,t-49,t-48,t-47,t-46,t-45,t-44,t-43,t-42,t-41,t-40,t-39,t-38,t-37,t-36,t-35,t-34,t-33,t-32,t-31,t-30,t-29,t-28,t-27,t-26,t-25,t-24,t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,class,Y,delta_MCAR,norm,a,b,c,delta_NMAR
2.587207528,-3.372058402,-1.149564055,-3.530317542,1.506855897,-2.399413243,-0.962256664,5.152636672,0.703423354,1.764050859,0.017450281,0.948007944,2.004952227,-1.502402494,0.802794828,4.124239306,-0.999774169,-0.910550794,2.656496067,-1.32913629,0.984161666,0.604345087,0.281418052,-1.284406284,1.984476776,-0.825520514,1.405332782,-0.858163533,0.499996062,6.007602539,1.44327844,-0.009951384,0.835817252,0.700618452,-0.872120885,-1.967186063,-0.110921259,2.478297892,0.241346351,-0.535579586,0.513762082,0.92397153,-0.99342999,0.816488949,-0.517147657,-0.666961201,-1.07133949,-0.064879169,1.228467772,-0.937304076,1.120462142,-0.728846521,1.513048429,-3.127600549,0.741563463,-0.896341168,4.598044907,1.47819569,-1.732762661,1.608296973,0,0,3,14.78949612,0,0,1,1
0.866799343,0.88110253,-0.021562048,2.167819359,0.844500574,-0.910703578,-0.602162795,-0.159415349,0.223545964,-0.690389289,-0.844920765,0.097081187,-2.435347049,-3.136739495,6.168761517,-2.212434266,-1.252058596,1.356905285,-2.611650746,0.867601851,1.921359791,-0.328798147,-2.892022006,-0.362359533,2.318446375,0.855275223,2.444926781,-0.258006743,0.388015321,2.179513413,-0.630449181,-4.991013256,-0.100162871,-1.960786647,-0.397725539,0.136902584,1.059587947,-1.149939885,-0.3763707,1.728680209,-0.630202065,-0.441675398,2.684555662,0.25479491,1.016572562,1.312628092,0.777362956,-0.792798257,1.371494917,-0.330249472,1.293286785,0.284904803,-0.16835402,0.442670542,0.43021618,-1.379165926,0.688633891,0.431393128,-1.110526551,0.625070422,0,0,3,12.78916502,0,0.333333333,0.666666667,2
0.341372885,1.879169592,0.188259785,-1.398116461,1.535911119,0.326225452,-0.171492732,2.71729954,1.081616855,-0.601630389,-0.071339621,1.326065942,-0.010672031,-0.461194328,-2.007768468,0.921573035,-0.676729798,0.189988446,1.000456909,-1.892619327,0.901873306,-0.200558725,-0.268684542,-0.422724874,1.10639393,0.002177646,4.259574477,-0.275431888,3.021363518,0.205132274,-1.629577296,-0.152468422,1.260830639,0.857945028,-0.899137656,1.029622154,-1.01509503,0.036702725,-0.421873615,-0.235365101,-0.075910478,-0.794529692,-2.013613261,1.964177489,-1.323580958,1.536551267,-1.081222336,2.010532289,-0.516291641,0.372755906,1.655753414,0.799261704,0.538619169,0.420229816,4.121216677,-0.12570917,-1.197701677,1.104125346,0.788488223,-1.254000768,0,0,3,10.52682158,0,0.333333333,0.666666667,2
1.590789483,0.86393004,-0.535333939,-0.107645091,-0.862068168,0.489131274,-2.163329494,1.381978982,-0.981462943,0.881056436,0.655026426,0.976140455,1.074107662,0.05313618,0.212431841,-2.331746235,0.325553255,0,0.432665899,1.346257427,-1.275237912,-0.914962739,-1.792503674,0.276544454,-1.323771551,-0.335379922,-1.121709275,2.609194633,3.372032091,1.550796772,-0.157981501,0.105487652,1.475240745,0.155766803,0.103673144,-0.725009806,-1.043300794,-0.738004189,-2.283591646,-2.66304229,2.847572491,1.031490409,-0.322414677,-1.024251399,0.381261942,-0.922409514,-2.902522892,3.384096994,-1.036555018,1.102540075,0.109053749,0.490196893,0.704602468,-1.237887746,-1.253403474,-0.607067358,-0.111051957,-0.500278787,1.899442234,-0.767540523,0,0,1,10.55245385,0,0.333333333,0.666666667,2
2.46607597,-1.059509207,-1.546268608,0.562586466,-0.233100233,-0.042054364,0.892900579,-0.481886994,-0.563363191,-0.004686878,-0.26222025,-1.798122925,-2.524262,0.397271843,0.4445548,-4.119450025,0.365223305,-0.247652629,1.074130024,0.501278246,0.159604996,-0.632440759,1.723966401,2.763819454,-0.910874888,0.062898486,-0.783294806,-0.073096442,-2.716414163,-2.185683128,-5.468428883,-1.940906419,2.653841533,-1.23875859,-4.362763927,3.780581096,1.291212145,-0.683487781,1.90071061,1.329257453,1.290665116,-1.598001321,1.613335808,-0.658063665,-0.741287846,-0.031778367,-0.3814778,1.095626801,0.042088505,0.86768714,-2.267864501,-1.95775808,-1.148049778,0.699033644,-6.028969097,-0.081432871,1.455349876,-0.533619854,4.8283789,1.810473951,0,0,1,15.28676524,0,0,1,1
-0.296671739,-0.403822805,-1.472476382,0.151621209,0.173006084,-0.712430955,1.826484283,1.558828771,-0.883099183,-0.127275264,0,0.12743746,-0.127275264,0.467284192,0.507403134,-0.399668569,1.288280106,0.875733928,-0.413395532,-1.058534938,-1.657220749,-1.066552877,-2.414839846,1.546621275,2.067016497,0.341078337,0.892292302,0.505365035,-0.607586252,1.03288721,0.479865514,0.519102992,0.722987968,0,0.410173851,0.551471534,0.670326699,-0.06053792,0.888355446,-0.100066141,0.040065021,-0.200237238,1.123598258,-2.123015203,-1.094670374,0.799342862,-0.467668851,0.67415324,-0.568179355,-0.020404738,2.592358848,-0.676482618,2.183493975,0,0.568517791,-0.116954307,0.741602734,-0.697405304,0.078035343,-4.093564338,0,0,2,8.624727004,0,0.333333333,0.666666667,2
1.202701878,-0.58753164,0.067163269,-0.161077512,0.484001914,-0.093657609,-0.723183245,-1.416424472,-0.519984775,-0.495186555,-0.497640309,-2.014454724,0.822347712,2.545348816,-1.481077699,-1.002218302,-0.74522833,-0.849976633,0.428637035,2.048659016,-0.334595681,0.069944123,2.711773017,0.789322503,-1.782338291,-1.759690427,-1.693253708,1.978646818,-2.107764027,1.397409661,1.139076855,0.500557035,1.134476631,-0.766070548,-0.289494185,0.594497849,0.343595372,2.164079106,2.574079491,0.810345183,0.77791537,0,1.054933307,-0.572889319,-0.537769753,0.502058945,1.140001784,0.177304194,0.87231663,-1.002635722,-1.721737748,1.275287296,-1.360976415,0.490002886,-2.46374716,0,1.828705895,0.284239298,0.914711491,1.697946891,0,0,2,9.720974928,0,0.333333333,0.666666667,1
2.405409893,-0.88084321,-0.271529993,-0.990102749,-0.775003433,-0.655072639,-0.938369082,0.92165075,0.558095461,-0.252266588,1.087507069,1.125836714,-0.445315435,-1.590465153,0.58081658,-0.200858216,-0.176099861,1.688503437,-0.61957871,0.049876455,0.174475814,-0.44787338,0.824798413,1.487353673,-0.36638426,-1.225790607,0.074457132,2.207339773,0.655181907,-0.506265879,-0.387690443,-0.608124535,-0.685263767,1.601768561,0.654864081,0.433735675,-0.071974038,-0.336142135,0.409544665,0.743765286,-0.571568633,0.670655759,-0.737562616,1.270370958,-1.301773342,0.407669462,0.071656543,-0.238668938,0.454551304,-0.50012596,-0.263285336,0.047997261,0.959466393,0.118791249,0.735646364,3.83981399,1.020864178,0.359307999,0.335648983,-0.022297773,0,0,1,7.602644363,0.666666667,0,0.333333333,3
-1.887148968,3.142261624,-0.627769855,1.226309645,-0.807633316,0.20355405,-1.089566271,1.587002338,-0.606502513,1.571742687,-1.947933167,-1.689565238,1.624174878,0.929195293,0.055236197,-0.018399561,0.110431726,1.011213906,-0.709864214,-1.356549723,1.040694191,0.662130987,-1.534807527,-0.241234124,-3.087797432,0.940502289,3.536795218,-4.150600743,1.207129881,-1.003405495,0.554601091,-0.760748406,0.095820691,3.656901903,-0.960473705,1.32413822,-1.012337628,0.316106336,4.281737768,0.888730919,-0.42282923,-2.512388486,-1.125224953,-2.129221471,0.018758695,2.250134834,-1.265356028,-2.377412288,2.264076476,2.325581395,0.127272172,-0.45396768,-0.23714168,1.353084105,-0.14432948,1.626019062,0.515557183,-0.442164832,-2.327236369,2.273554039,0,0,1,13.06952377,0,0.333333333,0.666666667,1
0.060977901,-2.676607446,1.021101255,1.349290434,0.282255645,-0.966363736,-1.241056847,4.422274919,-1.901611897,-1.203355919,0.459716218,1.858754738,-0.463155937,3.299053658,-1.382886182,1.256109301,-3.838864484,7.927949196,0.521579046,1.509054426,1.273643535,0.117770254,4.604464467,-1.947871801,2.211843168,1.005854706,-1.836939031,-2.509898756,1.218849592,-0.270320876,-0.587296358,-0.528794015,1.694493667,1.527405654,-0.189059215,3.163660456,-1.183685768,3.316860838,-2.732072966,2.840289759,0.214213729,-0.232848249,-0.103297631,1.711988172,-0.632598799,0.231151358,-0.36673014,1.385039242,0.905761469,-1.431756596,0.492962146,-0.778875367,-3.01166583,-3.097393579,-2.445487037,0.197577889,0.004105869,3.183666858,-0.883822767,1.164843275,0,0,2,16.41339746,0,0,1,1
0.281688908,2.508025675,-0.019570017,0.234923507,-0.859379756,0.157608025,1.160503837,0.66109304,-0.386325596,0.814430844,-0.65397219,0.348500097,0.019290606,0.38580394,-0.576478155,0.869727355,1.571181675,0.24523877,0.978548106,0.689524661,-0.092539771,0.20378031,0.166389633,-0.055368732,0.073863527,0.036908024,0.055345129,0.405599925,-0.183618207,-1.085357149,-0.706715761,-2.45363846,1.996922166,-1.110693081,0.913762713,1.056407076,-0.392008747,0.243630185,-1.046927193,0.604571496,0.356804933,-0.59880184,-1.016560828,1.217191646,0.244263905,0.262424008,1.589079169,-0.754508366,-1.61320031,0.659627714,0.037447028,-1.010669872,-1.285687867,-2.336712177,-1.784663302,-0.359425516,0.180361022,-0.580117835,0.865191748,-1.037303903,0,0,2,7.434552192,0.666666667,0,0.333333333,1
-1.015342869,-1.431773042,6.558268891,0.824005629,-4.520233407,-0.063402262,2.643544473,0.659317391,-0.562885506,-0.380817963,-0.14464241,1.893431766,-0.934205694,5.60680746,0.931766569,-0.240407736,0.144593724,0.770048182,-0.926546182,4.733895078,-0.902140985,1.588480316,0.082293652,-1.215161479,-2.524975294,0.218240211,0.11361022,-3.234346735,-0.078187873,3.227702583,0.085272254,-0.643756814,1.105291754,0.207333163,0.225710392,3.199778241,0.200030537,0.653358658,-0.576991886,-1.70474907,1.356089668,-2.703195728,-4.546305464,2.01881374,-0.18251183,0.904623981,-2.775389676,-1.422409793,-4.866155332,-1.140163552,6.020521303,0.28942208,1.532491739,-1.107514718,1.456889196,0.527499171,0.223492099,0.804733213,-4.164664596,3.492576654,0,0,3,18.04531022,0,0,1,1
-0.102764075,1.27299156,-1.650587883,0.45184415,-0.938177291,1.063829366,-1.335046079,-0.260209402,-0.417437137,0.916956525,-0.06490531,2.337969998,0.494985893,-0.252585182,0.354518571,0.164013689,0.062984069,0.67975944,-0.250068229,0.150417082,-0.350436513,0.376783989,-0.425420853,-1.030409243,0.431686552,-0.303410706,-0.595994442,0.038268631,-0.790608431,1.439582356,1.57121835,-1.49701163,1.481760616,-2.708097146,-2.514108655,1.934212133,2.181492726,2.425464982,-0.185004344,0.85259167,0.049008716,0.232665691,1.893711766,0.743399407,0.547496706,0.27224872,1.050642662,-0.420561468,-0.211168829,0.56431151,-0.163665406,-0.702574313,1.12027938,-0.268225489,-0.187086107,-0.22258955,0.434428501,-0.303953862,-0.49249317,-1.343388383,0,0,3,8.181497828,0,0.333333333,0.666666667,2
0.864390836,7.221128642,5.26729122,1.742595954,-0.770733142,-3.378125808,1.65879211,-3.564699891,2.720286721,-3.091731967,-1.019882812,0.409518098,-0.499940629,-1.388331959,1.903993207,-0.026311372,-1.263499173,-0.053310168,-1.293679884,2.932033653,1.758987047,-0.76108922,3.080726293,0.365691393,0.49002015,1.112777385,-0.272043048,0.830747869,-3.320212689,1.386410964,0.338733252,2.113021682,-0.159173817,0.56413917,0.792684788,-1.222023131,0.146990137,-0.7338533,0.221775096,-0.073761447,1.820870299,1.993718564,-1.883667691,2.028495908,-1.857987805,1.145540751,-0.774909296,1.261558789,0.30849803,-0.212917321,0.924607366,1.479917953,0.86805554,-0.883539023,0.833527719,0.516652796,0.217012913,-1.641206801,3.0475054,-1.810413364,0,0,3,15.03395521,0,0,1,1
0.079037572,-2.112536353,1.432027145,0.318154394,-2.061448761,-0.971462343,0.858365351,0.8713279,-0.562472451,0.424240575,-0.241397976,1.95604198,0.474679306,0.74803361,0.468929,-0.758458583,0.587895471,0.292222299,-1.243200069,1.475216361,0.426441597,0.289514972,0.500389032,-0.938340994,0.753913383,-0.767455333,0.908734329,-1.264609819,0.019410317,2.231272198,-0.379572886,0.266716299,-0.684021666,1.339201754,0.509723337,1.634107634,-0.332656262,-0.055625402,0.408158441,-0.757575491,0.670267392,1.017198521,-1.958988861,0.130718386,0.503544318,0.649475399,0.129055481,0.128889142,-1.820525302,1.23618628,0.962073016,2.070736805,0.089765236,-0.735425735,0.722807237,-0.089707661,0.933741193,-0.017787443,0.871882308,-0.229312501,0,0,2,7.649210258,0.666666667,0,0.333333333,3
-1.241299005,1.910828025,-0.036112467,4.387697991,0.228926514,1.986617233,-2.859377861,-0.493270171,0.115844788,-0.374043806,-2.501218123,0.013857023,3.335081494,0.120630538,1.485940507,-0.841578299,0.74496313,0.863568632,-2.463803274,2.37571308,2.29960921,-0.489568768,0.167424949,0.570870498,1.713112141,-1.309701261,-3.133036478,0.454910839,-2.889895384,-0.495982609,-1.11611461,2.186184655,2.863268814,-0.294517542,3.029676441,-2.019592449,0.344403417,-1.114811802,-0.070458261,-1.452007699,0.561804568,0.281958674,-1.915642691,-1.658362075,-0.201602075,1.102833154,0.831605457,-1.978849754,1.338576717,1.466466079,-1.668437535,0.489029932,0.104862382,-0.249783159,-1.284369354,5.965303423,1.976890882,1.481685872,1.241167577,6.702208403,0,0,3,15.49363105,0,0,1,1
-1.033912311,0.323858707,-2.343017837,1.652807712,0.912614183,0.415802015,0.010354178,0.103507373,-0.765172031,2.1048209,2.459438427,-0.129486933,-1.136929718,-0.776754428,0.986174476,-0.614115171,0.344404714,0.393700181,0.130723868,-0.080339254,-0.432161111,-0.090841161,0.02020271,-0.606059065,-1.056911483,-0.13352224,-1.090203797,-0.135174437,-1.676385459,-0.847191623,2.221512221,-1.452303211,1.198046286,-1.382922721,0.541806173,-0.570584234,1.317744829,0.534929889,0.010435197,-0.625911194,0.388405531,0.334622717,0.594059107,-0.932442942,-0.554284034,0.630987619,0.825583546,-0.279855165,-0.187091058,0.333228886,-0.155683994,-0.696463815,1.004918975,0.145092126,-0.186277875,-0.663555635,0.720177914,0.290154175,0.516635675,-1.59333413,0,0,3,7.308517567,0.666666667,0,0.333333333,3
-0.490198801,1.880880992,-2.124537653,-1.092819347,-6.568790938,4.325290788,0.993787849,-4.028294449,2.515225177,2.60978581,0.060909662,1.354641447,-1.967258794,-0.65870146,-1.32613233,-0.92201928,-1.9242921,1.833385951,5.780170056,-0.955519539,-2.019892089,-0.06153987,-0.338671835,-1.12758071,-2.921422722,0.563247976,-1.072174693,1.957293902,-0.349036031,-4.951441717,0.703514512,-0.382567442,1.218900567,-3.711646387,-0.188454022,-2.488837951,-2.165110918,-3.454483484,4.603058568,-2.298237825,-0.255286997,1.297987339,-2.887562676,1.802634048,0.383356889,0.090924233,-3.488375639,0.583586934,2.507954604,0.438192189,0.345396196,0.960142703,-1.722589435,1.05897026,-0.216800244,-4.816222831,-2.149516977,-1.769051073,-1.167623524,-0.380453808,0,0,1,18.19655136,0,0,1,1
2.181903406,-1.494719916,-2.738164842,-4.457481586,3.437695711,-0.640950642,-4.324456799,0.624297694,2.171485395,0.765126197,0.433892497,1.452056952,0.437665889,1.825456784,-0.913718395,-0.163417057,4.220742034,0.089748521,-2.275273203,-0.172039823,0.264241412,1.122955649,1.926342151,4.280162573,1.567157296,2.046819194,2.396628062,3.324959776,0.048612727,0.281793097,-0.939916298,4.127940382,-3.09064667,0.494372323,-0.800619124,-1.954487144,-8.420118357,2.090102211,-2.217032367,-1.497067964,1.618935619,-2.471007762,1.355707578,1.425285676,-2.140312735,-3.048715535,0.900080831,2.439028593,-1.201503475,0.97066024,-0.629833917,0.656061755,0.939025779,0.361162517,-2.388216886,0.055854565,-2.858416289,-0.655172063,-0.590075361,2.31611445,0,0,2,17.8790378,0,0,1,1
-0.260225723,-1.826353482,-0.487226002,0.712163498,0.147321189,0.735508271,0.262854733,-0.393244939,0.877321463,-0.550806451,0.991111293,-0.24534617,-0.245949597,0.986224004,-0.172342301,-0.028773305,0.877828058,-0.014268983,-0.057070408,-0.285508148,0.186112689,-0.357240455,0.760069695,0.426985593,0.155894827,0,0.226408091,1.17181516,-0.781467368,0.759499266,0.781685485,-0.318561397,-0.444630257,-0.111655683,-0.125749707,1.67879169,-1.430926941,-1.563377656,0.070906419,1.431202473,-1.983793023,0.49885758,0.709117176,0.464727445,-3.532383596,0.174370744,0.957348875,-1.14942331,-1.845928847,0.918111164,-1.291269093,-2.393339878,-1.431618723,0.339923943,0,-1.432088584,0.827997816,0.991626874,1.258060353,-1.848485735,0,0,2,8.062799416,0,0.333333333,0.666666667,2
-0.621841626,-0.879938929,0,-1.45984984,-0.700705272,0.221775431,0.683967328,0.439562885,-1.173662517,1.449277811,0.317460005,-0.613135611,0.139302875,1.371221445,-0.431282912,1.575111681,0.600894306,0.462423616,0.882238377,-0.247143075,0.457400149,-0.910642289,0.057435917,-0.267890153,1.036072384,0.018986558,1.120182596,1.10777351,0.315695429,-0.037024172,-0.611114502,0.093167605,0.31645228,-0.408241275,-0.242215871,-0.186780514,0.617518412,0.260367098,0.389536422,-1.311897817,-0.87998731,3.796755173,-0.545949468,1.244282317,-0.506059253,-0.090825137,-0.272730047,0.747492906,0.289540087,-0.577408346,-0.617060185,1.387878304,-1.206775897,0.273475898,-0.618182096,0.311017168,-0.911909508,-0.220877494,-0.664085254,4.939647025,0,0,3,8.405526638,0,0.333333333,0.666666667,1
0.862034007,3.619536299,-0.684171887,2.828268931,0.457797759,0.87066284,-0.124879279,4.468223484,-1.545398858,-9.535897764,-4.940516292,-0.224520102,0.175021114,-0.045759229,1.464959335,-0.717801468,-0.17351711,0.384882944,2.432391662,5.006836854,-0.352618985,1.523190741,0.359934909,-0.490776639,2.348344978,-0.874781438,0.964769442,0.237042462,0.86091725,-1.494664818,-2.521487942,0.743967157,-1.348177532,-0.575815739,-3.316600903,0.143764468,-3.098458404,-0.325100118,0.326160466,1.33744856,0.073093472,-0.957669692,3.154831285,4.051315397,-0.274841095,0,3.904310893,-1.569353315,-0.041175144,1.100794739,-0.22219673,-2.598173725,-0.929808062,0.153855635,-1.49780852,2.507015128,-0.973716299,-2.020360915,-1.446549255,-1.678600367,0,0,2,17.66572427,0,0,1,1
